Market,Facility,Sales Order #,Work Order #,Customer Reference Number,Alternate Reference Number,Booked Date,Sales Order Status,Work Order Status,Operational Status,Scheduling Status,Receiving Status,Work Order Hold Type,Status Updated Date,Order Category,Original Scheduled Date,Scheduled Date,Deliver By Date,Sales Order ClosedDate,Work Order ClosedDate,Days to First Call,Days to Schedule,Courtesy Call Date,First Schedule Attempt,First Offered Date,Last Call Date,First Schedule Date,Rescheduled Date,Scheduling Attempts,Not At Home Exception,Weather Exception,Refused Exception,Stop Exception,Item Exception,Base Services,Service Windows,Customer City,Customer State,CustomerZip,Customer loc Lattitude,Avg Miles Per Order
LMH Portland,LAST MILE HUB PORTLAND,000005OHM8I10000006000,000005OHMA0BO000002000,TONAL1000102588-WO-REINSTALL,,2/2/2021,Void,Cancelled,Cancelled,Date Scheduled,Not Applicable,No Hold,2/20/2021,Service Only,2/22/2021,2/22/2021,2/22/2021,,,,,,,2/24/2021,,,2/22/2021,,,,,,,No Charge Service Call,07:00:00 - 22:00:00,BEAVERTON,OR,97005,45.4805008000,15.39
LMH Omaha,LAST MILE HUB OMAHA,000005P2CE4DG000006000,000005P2CE9L0000002000,1000183848-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/4/2021,Service Only,3/10/2021,3/4/2021,3/4/2021,3/4/2021,3/4/2021,,,,,3/10/2021,,,3/4/2021,2,,,,,,Assembly Only,11:00:00 - 15:00:00,BELLEVUE,NE,68123,41.1275483000,15.79
LMH Seattle,LAST MILE HUB SEATTLE,000005ML1FMLO000006000,000005ML1FP26000006000,1000161332-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/16/2021,Service Only,2/17/2021,2/16/2021,2/16/2021,2/16/2021,2/16/2021,,,,,2/11/2021,,,2/16/2021,6,,,,"Out of Time Window,",,Relocation - Pick Up,12:00:00 - 16:00:00,BELLEVUE,WA,98004,47.6198244000,30.37
LMH Seattle,LAST MILE HUB SEATTLE,000005RKUOVVQ000006000,000005RKUP256000004000,1000193897-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/17/2021,Service Only,3/17/2021,3/17/2021,3/17/2021,3/17/2021,3/17/2021,,,,,3/15/2021,,,3/17/2021,,,,,,,Assembly Only,09:00:00 - 13:00:00,BELLEVUE,WA,98004,47.6196950000,30.18
LMH Seattle,LAST MILE HUB SEATTLE,0000061TU0P80000006000,0000061TU0R74000006000,1000217885-relo,,2/2/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/27/2021,Service Only,4/29/2021,4/29/2021,4/29/2021,,,0,0,4/20/2021,4/19/2021,4/22/2021,4/20/2021,4/20/2021,4/29/2021,3,,,,,,Assembly Only,07:00:00 - 22:00:00,BELLEVUE,WA,98008,47.6268718000,36.44
LMH Little Rock,LAST MILE HUB LITTLE ROCK,0000061TUGJAC000002000,0000061TUGL8A000004000,1000220501-relo,,2/2/2021,Open,Open,Routed,Date Scheduled,Not Applicable,No Hold,4/27/2021,Service Only,5/4/2021,5/4/2021,5/4/2021,,,7,7,4/27/2021,4/19/2021,4/27/2021,4/27/2021,4/27/2021,5/4/2021,2,,,,,,Assembly Only,07:00:00 - 22:00:00,BENTON,AR,72019,34.6256856000,11.7
LMH Tulsa,LAST MILE HUB TULSA (NEW),000005QAT2E3C000006000,000005QAT2FUO000004000,00036114 -Relocation,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/5/2021,Service Only,3/5/2021,3/5/2021,3/5/2021,3/5/2021,3/5/2021,,,,,,,,3/5/2021,,,,,,,Assembly Only,11:00:00 - 15:00:00,BENTONVILLE,AR,72712,36.3281126000,111.7
LMH Union City,LAST MILE HUB UNION CITY,0000062620SH4000002000,0000062620UA4000002000,1000143218-WO,n/a,2/2/2021,Void,Cancelled,Cancelled,Ready to Schedule,Not Applicable,No Hold,4/27/2021,Service Only,,1/1/1900,,,,,,,4/21/2021,4/26/2021,,,,3,,,,,,Service Call,06:00:00 - 18:00:00,BERKELEY,CA,94708,37.8863459000,27.12
LMH Union City,LAST MILE HUB UNION CITY,00000632FAFC8000004000,00000632FAHA8000004000,1000224035-relo,,2/2/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/27/2021,Service Only,4/30/2021,5/3/2021,5/3/2021,,,0,0,4/27/2021,4/27/2021,4/29/2021,4/27/2021,4/27/2021,5/3/2021,3,,,,,,Wall to Wall Relocation,07:00:00 - 22:00:00,BERKELEY,CA,94705,37.8602333000,25.07
LMH Washington,LAST MILE HUB WASHINGTON,000005S97VECE000004000,000005S97VGB2000002000,1000193157-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/27/2021,Service Only,3/27/2021,3/27/2021,3/27/2021,3/27/2021,3/27/2021,,,,,3/20/2021,,,3/27/2021,2,,,,"Out of Time Window,",,Assembly Only,16:00:00 - 20:00:00,BETHESDA,MD,20817,38.9977840000,21.43
LMH Los Angeles,LAST MILE HUB LOS ANGELES,000005OST5V2A000002000,000005OST60TS000006000,TONAL1000114926,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/24/2021,Service Only,2/24/2021,2/24/2021,2/24/2021,2/24/2021,2/24/2021,,,,,2/25/2021,,,2/24/2021,,,,,"Out of Time Window,",,Service Call,11:00:00 - 15:00:00,BEVERLY HILLS,CA,90210,34.0887004000,15.59
LMH Los Angeles,LAST MILE HUB LOS ANGELES,000005TNG65HQ000004000,000005TNG67OA000004000,1000205593-Relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/27/2021,Service Only,3/27/2021,3/27/2021,3/27/2021,3/27/2021,3/27/2021,,,,,3/27/2021,,,3/27/2021,2,,,,,,Relocation - Delivery with Installation 0-50 miles,10:00:00 - 14:00:00,BEVERLY HILLS,CA,90212,34.0652606000,13.57
LMH Los Angeles,LAST MILE HUB LOS ANGELES,000005TRV46BS000004000,000005TRV48GC000006000,1000205397-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/31/2021,Service Only,3/31/2021,3/31/2021,3/31/2021,3/31/2021,3/31/2021,,,,,3/27/2021,,,3/31/2021,,,,,"Out of Time Window,",,Relocation - Delivery with Installation 0-50 miles,10:00:00 - 14:00:00,BEVERLY HILLS,CA,90211,34.0663783000,13.03
LMH Los Angeles,LAST MILE HUB LOS ANGELES,000005U2592CE000006000,000005U2594EG000006000,1000206153-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/2/2021,Service Only,4/2/2021,4/2/2021,4/2/2021,4/2/2021,4/2/2021,,,,,3/31/2021,,,4/2/2021,2,,,,"Out of Time Window,",,Wall to Wall Relocation,12:00:00 - 16:00:00,BEVERLY HILLS,CA,90210,34.0808755000,14.65
LMH Birmingham,LAST MILE HUB BIRMINGHAM,00000613H0VU2000006000,00000613H122U000004000,12913-RMA,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/20/2021,Service Only,4/19/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,1,1,4/15/2021,,4/19/2021,4/19/2021,4/15/2021,4/20/2021,0,,,,,,Assembly Only,09:00:00 - 13:00:00,BIRMINGHAM,AL,35209,33.4757410000,5.55
LMH Birmingham,LAST MILE HUB BIRMINGHAM,0000061CE1A1E000006000,0000061CE1E6I000002000,10584-RMA,,2/2/2021,Open,Open,Routed,Appointment Scheduled,Not Applicable,No Hold,4/26/2021,Service Only,4/20/2021,5/3/2021,5/3/2021,,,0,0,4/16/2021,4/16/2021,4/26/2021,4/26/2021,4/16/2021,5/3/2021,2,,,,,,Assembly Only,08:00:00 - 12:00:00,BIRMINGHAM,AL,35226,33.3977534000,4.83
LMH Tulsa,LAST MILE HUB TULSA (NEW),000005L1BU5CQ000004000,000005R4CJ756000004000,1000154390-relocatio,,2/2/2021,Completed,Cancelled,Cancelled,Date Scheduled,Not Applicable,No Hold,3/18/2021,Service Only,3/19/2021,3/19/2021,3/19/2021,,,,,,,3/12/2021,,,3/19/2021,3,,,,,,Attempted Pickup or Delivery - Repair Service,07:00:00 - 22:00:00,BIXBY,OK,74008,35.9712986000,19.07
LMH Tulsa,LAST MILE HUB TULSA (NEW),000005R037UH2000006000,000005R0380K2000004000,1000154390-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/19/2021,Service Only,3/19/2021,3/19/2021,3/19/2021,3/19/2021,3/19/2021,,,,,3/12/2021,,,3/19/2021,3,,,,"Out of Time Window,",,Assembly Only,12:00:00 - 16:00:00,BIXBY,OK,74008,35.9712986000,19.07
LMH Minneapolis,LAST MILE HUB MINNEAPOLIS,000005UMDMQ00000004000,000005UMDMSAE000004000,1000206418-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/26/2021,Service Only,4/26/2021,4/26/2021,4/26/2021,4/26/2021,4/26/2021,27,,4/26/2021,,4/2/2021,4/26/2021,,4/26/2021,2,,,,,,Assembly Only,08:00:00 - 12:00:00,BLOOMINGTON,MN,55425,44.8569298000,9.08
LMH Baton Rouge,LAST MILE HUB BATON ROUGE,0000061M108II000004000,0000061M10ABG000002000,1000202920-relocatio,,2/2/2021,Void,Cancelled,Cancelled,Ready to Schedule,Not Applicable,No Hold,4/19/2021,Service Only,,1/1/1900,,,,,,,,,,,,,,,,,,Assembly Only,06:00:00 - 18:00:00,BOCA RATON,FL,33428,26.3630381000,873.36
LMH West Palm Beach,LAST MILE HUB WEST PALM BEACH,000005O31C5O2000006000,000005O31C8GK000002000,1000165372-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/8/2021,Service Only,3/8/2021,3/8/2021,3/8/2021,3/8/2021,3/8/2021,,,,,2/22/2021,,,3/8/2021,2,,,,"Out of Time Window,",,Wall to Wall Relocation,11:00:00 - 15:00:00,BOCA RATON,FL,33496,26.4158180000,25.53
LMH West Palm Beach,LAST MILE HUB WEST PALM BEACH,000005PM0AL8U000006000,000005PM0AMVS000002000,TONAL1000122244,1000122244,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/8/2021,Service Only,3/8/2021,3/8/2021,3/8/2021,3/8/2021,3/8/2021,,,,,3/8/2021,,,3/8/2021,0,,,,"Out of Time Window,",,Service Call,11:00:00 - 15:00:00,BOCA RATON,FL,33496,26.4141600000,25.64
LMH West Palm Beach,LAST MILE HUB WEST PALM BEACH,000005UMJ7HH6000002000,000005UMJ7JHK000002000,1000202920-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/9/2021,Service Only,4/9/2021,4/9/2021,4/9/2021,4/9/2021,4/9/2021,,,,,4/5/2021,,,4/9/2021,2,,,,"Out of Time Window,",,Assembly Only,11:00:00 - 15:00:00,BOCA RATON,FL,33428,26.3630381000,27.94
LMH West Palm Beach,LAST MILE HUB WEST PALM BEACH,0000061RIJDTS000002000,0000061RIJGIM000002000,1000202920-relocatio,,2/2/2021,In Progress,Open,Assigned,Appointment Scheduled,Not Applicable,No Hold,4/28/2021,Service Only,4/26/2021,4/28/2021,4/28/2021,,,0,0,4/19/2021,4/19/2021,4/26/2021,4/27/2021,4/19/2021,4/28/2021,1,,,,,,Assembly Only,17:00:00 - 21:00:00,BOCA RATON,FL,33428,26.3630381000,27.94
LMH San Antonio,LAST MILE HUB SAN ANTONIO,0000062397GJI000004000,0000062397IB4000004000,1000219850-relo,,2/2/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/20/2021,Service Only,5/6/2021,5/6/2021,5/6/2021,,,5,5,4/26/2021,4/20/2021,5/4/2021,4/26/2021,4/26/2021,5/6/2021,2,,,,,,Relocation - Delivery with Installation 0-50 miles,07:00:00 - 22:00:00,BOERNE,TX,78006,29.8246719000,41.83
LMH Boise,LAST MILE HUB BOISE,000005LMI2Q1O000002000,000005LMI30GG000002000,1000160294-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/24/2021,Service Only,2/11/2021,2/23/2021,2/23/2021,2/24/2021,2/24/2021,,,,,2/8/2021,,,2/23/2021,2,,,,"Out of Time Window,",,Assembly Only,12:00:00 - 16:00:00,BOISE,ID,83716,43.5657734000,7.21
LMH Boise,LAST MILE HUB BOISE,000005MP1FURS000002000,000005MP1G0G8000006000,1000160294-relocatio2,n/a,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/12/2021,Service Only,2/11/2021,2/11/2021,2/11/2021,2/12/2021,2/11/2021,,,,,2/16/2021,,,2/11/2021,0,,,,"Out of Time Window,",,Relocation - Pick Up,10:00:00 - 14:00:00,BOISE,ID,83705,43.5860781000,6
LMH Atlanta,LAST MILE HUB ATLANTA,0000060Q9NSFA000004000,0000060Q9NU9K000002000,1000213122-Relo,,2/2/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/12/2021,Service Only,5/18/2021,5/18/2021,5/18/2021,,,,,,,,,,5/18/2021,,,,,,,Assembly Only,07:00:00 - 22:00:00,BONAIRE,GA,31005,32.5365770000,133.6
LMH Seattle,LAST MILE HUB SEATTLE,000005KN1NBT8000004000,000005LLU7NTS000002000,13382944-Relocation,,2/2/2021,Completed,Cancelled,Cancelled,Date Scheduled,Not Applicable,No Hold,2/16/2021,Service Only,2/19/2021,2/19/2021,2/19/2021,,,,,,,2/9/2021,,,2/19/2021,,,,,,,Assembly Only,07:00:00 - 22:00:00,BONNEY LAKE,WA,98391,47.1357022000,12.88
LMH Seattle,LAST MILE HUB SEATTLE,000005NUE5NE8000006000,000005NUE5OLG000006000,13382944-Relocation,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/19/2021,Service Only,2/19/2021,2/19/2021,2/19/2021,2/19/2021,2/19/2021,,,,,2/23/2021,,,2/19/2021,0,,,,,,Assembly Only,10:00:00 - 14:00:00,BONNEY LAKE,WA,98391,47.1357022000,12.88
LMH Seattle,LAST MILE HUB SEATTLE,000005Q15GOGO000002000,000005Q15GQBC000006000,1000183460-relocatio,,2/2/2021,In Progress,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/8/2021,Service Only,4/8/2021,4/8/2021,4/8/2021,,4/8/2021,,,,,3/9/2021,,,4/8/2021,11,,,,"Cannot Perform Stop,",,Assembly Only,08:00:00 - 12:00:00,BONNEY LAKE,WA,98391,47.1332213000,12.97
LMH Seattle,LAST MILE HUB SEATTLE,000005Q15GOGO000002000,00000604LNPKU000002000,1000183460-relocatio,,2/2/2021,In Progress,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,4/19/2021,Service Only,4/20/2021,4/20/2021,4/20/2021,,,11,,4/19/2021,,4/13/2021,4/19/2021,,4/20/2021,1,,,,,,Assembly Only,07:00:00 - 22:00:00,BONNEY LAKE,WA,98391,47.1332213000,12.97
LMH Boston,LAST MILE HUB BOSTON,000005R543LRK000006000,000005R543NMI000006000,1000193763-relocatio,,2/2/2021,Open,Open,Ready to Route,Date Scheduled,Not Applicable,No Hold,3/8/2021,Service Only,5/7/2021,5/7/2021,5/7/2021,,,,,,,3/11/2021,,,5/7/2021,1,,,,,,Relocation - Delivery with Installation 0-50 miles,07:00:00 - 22:00:00,BOSTON,MA,02210,42.3505253000,39.92
LMH Boston,LAST MILE HUB BOSTON,000005UUR27MM000006000,000005UUR2EL4000006000,719747,1000091124,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/5/2021,Service Only,4/5/2021,4/5/2021,4/5/2021,4/5/2021,4/5/2021,,,,,4/5/2021,,,4/5/2021,,,,,"Out of Time Window,",,Repair Service,14:00:00 - 18:00:00,BOSTON,MA,02118,42.3459437000,39.91
LMH Boston,LAST MILE HUB BOSTON,000005VPDS8DA000002000,000005VPDVU12000006000,719747,1000091124,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/9/2021,Service Only,4/9/2021,4/9/2021,4/9/2021,4/9/2021,4/9/2021,,,,,4/9/2021,,,4/9/2021,,,,,,,Repair Service,18:00:00 - 22:00:00,BOSTON,MA,02118,42.3459437000,39.94
LMH Boston,LAST MILE HUB BOSTON,000005VPFVC66000006000,000005VPFVNKA000004000,719747,1000091124,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/14/2021,Service Only,4/14/2021,4/14/2021,4/14/2021,4/14/2021,4/14/2021,,,,,4/12/2021,,,4/14/2021,0,,,,"Cannot Perform Stop,",,Service Call,18:00:00 - 22:00:00,BOSTON,MA,02118,42.3459437000,39.94
LMH Boston,LAST MILE HUB BOSTON,000005VPN4IBK000002000,000005VPN4RHK000006000,719747,1000091124,2/2/2021,Void,Cancelled,Cancelled,Appointment Scheduled,Not Applicable,No Hold,4/15/2021,Service Only,4/12/2021,4/14/2021,4/14/2021,,,,6,,,4/12/2021,,4/12/2021,4/14/2021,0,,,,,,Service Call,07:00:00 - 22:00:00,BOSTON,MA,02118,42.3459437000,39.94
LMH Boston,LAST MILE HUB BOSTON,000005VRU8FK8000006000,000005VRU8HRC000002000,1000212498-Relo,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/23/2021,Service Only,4/23/2021,4/23/2021,4/23/2021,4/23/2021,4/23/2021,14,,4/21/2021,,4/12/2021,4/21/2021,,4/23/2021,1,,,,,,Wall to Wall Relocation,14:00:00 - 18:00:00,BOSTON,MA,02111,42.3496250000,39.41
LMH Boston,LAST MILE HUB BOSTON,000006095O8NS000006000,000006095OAD6000004000,1000091124-WO,n/a,2/2/2021,Void,Cancelled,Cancelled,Ready to Schedule,Not Applicable,No Hold,4/12/2021,Service Only,,1/1/1900,,,,,,,,4/14/2021,,,,1,,,,,,Assembly Only,06:00:00 - 18:00:00,BOSTON,MA,02118,42.3459437000,39.94
LMH Boston,LAST MILE HUB BOSTON,0000061S53T70000002000,0000061S53VE6000002000,TONAL1000128480-INSTALL,1000128480,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/28/2021,Service Only,4/28/2021,4/27/2021,4/27/2021,4/28/2021,4/28/2021,0,0,4/19/2021,4/19/2021,4/27/2021,4/23/2021,4/19/2021,4/27/2021,1,,,,"Out of Time Window,",,Assembly Only,13:00:00 - 17:00:00,BOSTON,MA,02118,42.3427807000,39.76
LMH Seattle,LAST MILE HUB SEATTLE,000005LV3V448000002000,000005LV3V64M000002000,1000006568,,2/2/2021,Void,Cancelled,Cancelled,Date Scheduled,Not Applicable,No Hold,2/11/2021,Service Only,2/12/2021,2/12/2021,2/12/2021,,,,,,,2/12/2021,,,2/12/2021,0,,,,,,Wall to Wall Relocation,07:00:00 - 22:00:00,BOTHELL,WA,98012,47.8355748000,46.44
LMH Denver,LAST MILE HUB DENVER,000005JEMEJCK000004000,000005PCCDQK0000006000,1000142889-Relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/3/2021,Service Only,3/3/2021,3/3/2021,3/3/2021,3/3/2021,3/3/2021,,,,,3/3/2021,,,3/3/2021,2,,,,"Cannot Perform Stop,",,UNKNOWN,13:00:00 - 17:00:00,BOULDER,CO,80305,39.9871130000,
LMH Denver,LAST MILE HUB DENVER,000005N8FSAI2000004000,000005O6PCA0O000002000,1000142889-Relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/1/2021,Service Only,4/1/2021,4/1/2021,4/1/2021,4/1/2021,4/1/2021,,,,,2/22/2021,,,4/1/2021,10,,,,,,Service Call,14:00:00 - 18:00:00,BOULDER,CO,80305,39.9871130000,32.06
LMH Denver,LAST MILE HUB DENVER,000005OCV925I000006000,000005OCV93SI000004000,1000142889-Relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/24/2021,Service Only,2/24/2021,2/24/2021,2/24/2021,2/24/2021,2/24/2021,,,,,2/24/2021,,,2/24/2021,2,,,,"Out of Time Window,",,Assembly Only,12:00:00 - 16:00:00,BOULDER,CO,80305,39.9871130000,32.06
LMH St. Louis,LAST MILE HUB ST. LOUIS,00000623NJPAI000006000,00000623NJRLA000004000,TONAL1000094438,1000094438,2/2/2021,Completed,Completed,Complete,Date Scheduled,Not Applicable,No Hold,4/21/2021,Service Only,4/21/2021,4/21/2021,4/21/2021,4/21/2021,4/21/2021,0,0,4/21/2021,,,4/21/2021,4/21/2021,4/21/2021,0,,,,,,Assembly Only,07:00:00 - 22:00:00,BOURBON,MO,65441,38.1624751000,75.48
LMH Baltimore,LAST MILE HUB BALTIMORE,000005ML0JO8S000004000,000005ML0JQAI000002000,1000160665-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/4/2021,Service Only,3/4/2021,3/4/2021,3/4/2021,3/4/2021,3/4/2021,,,,,2/18/2021,,,3/4/2021,3,,,,"Out of Time Window,",,Relocation - Pick Up,16:00:00 - 20:00:00,BOWIE,MD,20715,38.9542426000,22.28
LMH Baltimore,LAST MILE HUB BALTIMORE,000005Q020L2C000002000,000005Q020N7C000006000,1000116950-REINSTAL,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/5/2021,Service Only,3/5/2021,3/5/2021,3/5/2021,3/5/2021,3/5/2021,,,,,3/5/2021,,,3/5/2021,,,,,"Out of Time Window,",,Wall to Wall Relocation,17:00:00 - 21:00:00,BOWIE,MD,20720,38.9550331000,21.67
LMH Tampa,LAST MILE HUB TAMPA,000005V42G0T6000004000,000005V42G2NM000006000,705117,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/6/2021,Service Only,4/5/2021,4/5/2021,4/5/2021,4/6/2021,4/6/2021,,,,,4/7/2021,,,4/5/2021,,,,,"Out of Time Window,",,Repair Service,14:00:00 - 18:00:00,BRADENTON,FL,34202,27.4121812000,47.12
LMH Tampa,LAST MILE HUB TAMPA,00000612LNM1O000004000,00000612LO1EQ000006000,1000092934,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/21/2021,Service Only,4/21/2021,4/21/2021,4/21/2021,,4/21/2021,6,,4/20/2021,,4/19/2021,4/20/2021,,4/21/2021,0,,,,"Cannot Perform Stop,",,Wall to Wall Relocation,10:00:00 - 14:00:00,BRADENTON,FL,34211,27.4688050000,40.26
LMH Tampa,LAST MILE HUB TAMPA,00000612LNM1O000004000,0000062GG05QI000002000,1000092934,,2/2/2021,Completed,Cancelled,Cancelled,Date Scheduled,Not Applicable,No Hold,4/27/2021,Service Only,4/28/2021,4/28/2021,4/28/2021,,,0,0,4/23/2021,4/23/2021,4/28/2021,4/27/2021,4/23/2021,4/28/2021,1,,,,,,Wall to Wall Relocation,07:00:00 - 22:00:00,BRADENTON,FL,34211,27.4688050000,40.26
LMH Tampa,LAST MILE HUB TAMPA,000006180SIGC000006000,000006180SL0K000006000,719754,1000092934,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,4/20/2021,Service Only,4/19/2021,4/20/2021,4/20/2021,4/20/2021,4/20/2021,4,1,4/19/2021,4/15/2021,4/19/2021,4/19/2021,4/15/2021,4/20/2021,4,,,,"Out of Time Window,",,Assembly Only,08:00:00 - 12:00:00,BRADENTON,FL,34211,27.4688050000,40.26
LMH Pittsburgh,LAST MILE HUB PITTSBURGH,000005JJ99JQ8000002000,000005M87I4TE000004000,1000080408-RELO,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/19/2021,Service Only,2/19/2021,2/19/2021,2/19/2021,,2/19/2021,,,,,2/19/2021,,,2/19/2021,2,,,,"Cannot Perform Stop,",,Wall to Wall Relocation,15:00:00 - 19:00:00,BRIDGEVILLE,PA,15017,40.3448603000,11.89
LMH Pittsburgh,LAST MILE HUB PITTSBURGH,000005JJ99JQ8000002000,000005ORBTE58000006000,1000080408-RELO,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/25/2021,Service Only,2/25/2021,2/25/2021,2/25/2021,,2/25/2021,,,,,2/25/2021,,,2/25/2021,1,,,,"Cannot Perform Stop,",,Wall to Wall Relocation,15:00:00 - 19:00:00,BRIDGEVILLE,PA,15017,40.3448603000,11.89
LMH Pittsburgh,LAST MILE HUB PITTSBURGH,000005JJ99JQ8000002000,000005PFCA28U000006000,1000080408-RELO,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/5/2021,Service Only,3/4/2021,3/5/2021,3/5/2021,,3/5/2021,,,,,3/4/2021,,,3/5/2021,0,,,,"Cannot Perform Stop,",,Wall to Wall Relocation,09:00:00 - 13:00:00,BRIDGEVILLE,PA,15017,40.3448603000,
LMH Pittsburgh,LAST MILE HUB PITTSBURGH,000005JJ99JQ8000002000,000005R8F9PTA000002000,1000080408-RELO,,2/2/2021,Completed,Cancelled,Cancelled,Ready to Schedule,Not Applicable,No Hold,3/16/2021,Service Only,,1/1/1900,,,,,,,,3/12/2021,,,,8,,,,,,Wall to Wall Relocation,06:00:00 - 18:00:00,BRIDGEVILLE,PA,15017,40.3448603000,11.89
LMH Pittsburgh,LAST MILE HUB PITTSBURGH,000005PBECCO6000006000,000005PBECEI8000002000,1000080408-RELO,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/26/2021,Service Only,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,,,,,3/4/2021,,,2/26/2021,,,,,,,Service Call,08:00:00 - 12:00:00,BRIDGEVILLE,PA,15017,40.3448603000,11.89
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005JEUHQB4000002000,000005MOB9MBQ000006000,1000147620-relocatio,,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/1/2021,Service Only,2/27/2021,2/27/2021,2/27/2021,3/1/2021,3/1/2021,,,,,2/12/2021,,,2/27/2021,8,,,,"Out of Time Window,",,Assembly Only,12:00:00 - 16:00:00,BROOKLYN,NY,11215,40.6660158000,21.75
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005N8AS4IG000002000,000005N8AS6N6000002000,697978,1000040101,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,2/16/2021,Service Only,2/16/2021,2/16/2021,2/16/2021,3/1/2021,2/16/2021,,,,,2/17/2021,,,2/16/2021,,,,,"Cannot Perform Stop,",,Service Call,12:00:00 - 16:00:00,BROOKLYN,NY,11214,40.6094683000,18.57
LMH Elizabeth,LAST MILE HUB ELIZABETH,000005N8AS4IG000002000,000005O15PP20000004000,697978,1000040101,2/2/2021,Completed,Completed,Complete,Appointment Scheduled,Not Applicable,No Hold,3/1/2021,Service Only,3/1/2021,3/1/2021,3/1/2021,3/1/2021,3/1/2021,,,,,2/20/2021,,,3/1/2021,2,,,,,,Service Call,09:00:00 - 13:00:00,BROOKLYN,NY,11214,40.6094683000,18.57
